A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T
PD26407_1_chr9_chr9-203761-141068960-gain	1	2	1	2	1	0	0	0	3	2	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	4	2	2	0	0	1	1	2	3	0	2	1	2	3	1	1	1	3	1	0	1	0	1	1	1	0	1	0	0	0	1	0	3	2	1	2	1	0	0	0	0	2	1	1	0	3	1	0	1	1	2	0	1	3	0	0	0	1	0	1	0	1
V0D58T_1_chr9_chr9-7208612-131803330-gain	5	3	0	4	10	1	0	3	7	3	0	4	2	1	0	2	1	2	0	0	3	0	0	2	5	1	0	1	2	2	1	2	5	7	4	3	4	1	1	5	6	6	4	6	5	9	3	20	3	2	0	0	3	1	1	4	1	1	0	3	2	1	0	2	13	2	2	2	2	0	1	1	0	2	3	2	3	0	0	1	2	0	1	1	3	0	1	3	2	0	0	3	3	1	1	3
V0D58T_2_chr9_chr9-7208612-131803330-gain	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	2	2	0	1	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1
PD26407_2_chr9_chr9-203761-141068960-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0
V0D57M_1_chr9_chr9-203761-141068960-gain	0	3	0	1	4	0	0	1	1	0	0	1	1	0	0	2	1	3	1	0	0	3	0	0	1	2	0	2	2	1	0	2	2	2	2	3	3	4	1	4	3	1	4	2	9	4	2	6	0	1	1	3	0	1	0	0	0	0	1	0	4	2	2	2	5	0	2	5	0	5	0	0	2	1	3	3	2	2	1	0	3	1	0	0	1	0	0	0	2	0	0	1	3	1	2	6
PD26410_1_chr9_chr9-75944865-141031439-gain	0	0	0	2	1	1	0	0	1	2	0	1	1	1	0	5	0	1	0	0	0	0	2	0	2	1	0	1	0	0	0	1	4	1	6	3	5	3	5	3	2	1	2	1	6	6	2	7	0	0	1	2	0	1	1	0	0	2	1	0	1	0	1	3	3	1	1	2	0	0	1	0	1	1	0	1	0	2	0	1	0	1	0	1	0	0	1	2	1	0	0	2	0	1	1	3
PD26410_2_chr9_chr9-75944865-141031439-gain	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PD26429_1_chr9_chr9-101939607-141058424-gain	0	1	0	1	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	2	0	2	1	0	2	1	2	1	2	2	1	1	0	1	0	0	0	0	2	0	1	0	1	0	3	0	0	1	0	0	2	2	2	1	3	0	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	2	0
MMRC02GIBM_2_chr9_chr9-38613282-141066491-gain	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0	1	0	1	1	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
MMRC02GIBM_1_chr9_chr9-38613282-141066491-gain	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	4	0	0	0	3	1	0	0	0	0	0	0	2	1	1	0	0	1	0	2	0	1	0	2	4	1	1	3	0	2	2	1	2	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	2	1	4	3	1	2	3	0	0	3	1	2	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	2
V0D57M_2_chr9_chr9-203761-141068960-gain	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	3	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0
PD26429_2_chr9_chr9-101939607-141058424-gain	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PD26403_1_chr9_chr9-203761-141058424-gain	3	3	0	2	0	2	0	3	0	1	0	3	4	2	1	4	0	1	0	0	1	0	0	1	0	3	0	0	0	1	0	4	3	1	3	4	3	4	6	7	2	2	4	2	4	3	5	2	3	1	2	0	0	4	2	4	0	0	0	0	5	1	2	3	4	1	2	9	0	4	1	5	1	1	2	2	2	1	1	4	1	0	0	1	4	0	2	5	0	0	2	1	3	1	1	4
PD26403_2_chr9_chr9-203761-141058424-gain	2	0	0	1	1	0	0	2	1	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	2	1	3	1	1	1	2	1	3	0	2	1	3	0	3	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	3	0	0	1	0	0	0	1	1	0	1	2	0	4	1	0	0	2	1	0	0	2	0	0	0	1	1	1	0	5
MMRC01YHBM_1_chr9_chr9-203937-141006014-gain	0	3	0	1	2	2	0	2	0	1	0	1	2	1	0	1	1	3	0	0	0	1	0	1	0	0	1	0	1	0	0	2	2	2	5	2	1	4	2	5	4	1	1	3	2	1	0	2	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	4	0	3	4	0	0	1	1	0	0	0	0	1	1	1	0	2	1	1	1	0	0	0	1	0	0	1	1	1	0	1	2
MMRC01YHBM_2_chr9_chr9-203937-141006014-gain	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
PD26435_1_chr9_chr9-203761-141069765-gain	10	4	1	3	2	9	0	4	1	3	1	2	8	3	1	8	1	0	2	2	0	1	0	3	1	0	0	0	1	0	0	2	4	5	0	7	2	1	0	4	2	3	2	6	6	5	5	6	1	5	3	3	2	2	6	2	1	2	3	6	4	2	1	3	1	1	4	8	0	1	3	2	1	1	3	2	1	5	1	0	1	1	0	4	0	1	0	3	0	0	1	1	4	0	0	5
PD26435_2_chr9_chr9-203761-141069765-gain	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0
MMRC01Q1BM_2_chr9_chr9-89245979-125775860-gain	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MMRC01Q1BM_1_chr9_chr9-89245979-125775860-gain	1	1	0	0	0	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	1	1	3	2	0	1	0	0	3	2	1	2	0	0	2	1	2	0	0	2	1	0	0	0	0	0	1	1	0	1	3	0	1	3	0	0	0	0	0	0	1	0	1	0	3	1	1	0	1	1	0	3	0	2	0	0	2	2	1	0	0	1
MMRC01Q1BM_2_chr9_chr9-10200430-88754673-gain	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	1	0	0	2	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0
MMRC01Q1BM_1_chr9_chr9-10200430-88754673-gain	2	5	0	2	2	0	0	1	2	0	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	1	1	1	0	0	1	0	0	2	0	2	2	2	3	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	2	1	2	3	1	0	2	0	2	0	1	1	0	1	0	1	0	0	0	1	0	3	3	1	0	0	0	0	0	0	0
MMRC00GABM_1_chr9_chr9-22734024-115292080-gain	2	2	0	2	1	0	1	1	0	1	0	3	4	1	1	0	0	1	0	1	1	2	0	1	2	0	0	0	0	0	0	1	4	1	0	3	0	4	2	0	1	2	1	1	5	1	2	1	1	2	1	3	2	0	1	0	0	0	0	0	0	1	1	0	3	1	0	5	0	1	1	1	1	1	1	0	0	2	0	0	0	0	0	0	2	0	1	2	0	0	0	1	3	0	0	1
MMRC00GABM_2_chr9_chr9-22734024-115292080-gain	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1
PD26424_1_chr9_chr9-204850-119304002-gain	4	7	2	3	5	1	0	5	0	1	0	0	1	4	1	2	2	2	0	3	1	0	0	1	1	2	0	2	2	1	0	4	8	0	3	2	6	4	3	3	5	2	7	1	16	5	1	12	3	1	1	2	1	0	1	2	1	1	1	1	3	0	3	2	2	3	3	3	5	0	4	2	5	1	0	2	6	3	1	4	4	1	1	1	3	0	1	1	2	0	0	0	3	2	2	7
PD26424_2_chr9_chr9-204850-119304002-gain	0	0	0	0	1	1	1	0	0	0	0	2	2	2	0	3	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	1	2	0	0	1	2	0	0	0	1	0	2	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	1	1	1	1	0	1	2	0	1	1	3	3	0	1	2	2	0	1	3	2	1	0	3	0	1	1	0	6	1	0	6
PD26411_1_chr9_chr9-203761-141058424-gain	2	1	0	1	3	1	0	0	1	0	0	1	2	1	0	2	1	0	1	1	2	0	0	0	2	0	0	1	1	0	1	2	5	2	3	3	3	4	1	3	0	4	3	1	2	2	3	3	2	0	1	3	0	0	0	2	1	0	0	0	2	0	0	0	3	2	1	1	1	1	0	2	1	2	0	2	1	0	1	0	3	0	0	0	0	0	3	2	0	0	0	1	2	0	0	0
PD26411_2_chr9_chr9-203761-141058424-gain	0	2	0	0	0	0	0	1	1	1	0	0	3	1	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	5	1	1	1	2	1	1	2	1	1	2	0	3	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	2	1	1	0	1	0	0	0	2	1	2	2	0	0	0	0	1	0	3	2	0	0	2	0	0	0	1
PD26416_1_chr9_chr9-32934762-141068960-gain	3	1	0	1	1	1	0	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	3	3	1	1	0	1	1	3	0	3	2	1	4	0	2	1	2	1	2	0	1	2	0	0	0	0	1	0	0	1	0	3	1	1	0	1	0	1	1	1	2	1	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
PD26416_2_chr9_chr9-32934762-141068960-gain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
